Property_type,Description,Location,Price,Features
Apartamento en venta,Aquarium Club Condominio,"Albania, Bucaramanga, Santander",140000000 pesos,"['32 m² cubiertos', '1 hab.']"
Casa en venta,Venta De Casa Barrio Cabecera Del Llano En Bucaramanga,"Cabecera Del Llano, Bucaramanga, Santander",1000000000 pesos,"['333 m² cubiertos', '5 habs.']"
Casa en venta,En Venta Casa Barro Blanco Piedecuesta,"Barro Blanco, Piedecuesta, Santander",139000000 pesos,"['136 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Excelente penthouse edificio La Castellana- San Gil,"San Gil, Santander",300000000 pesos,"['140 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento Condominio El Lago Cañaveral En Venta,"Casco Urbano Floridablanca, Floridablanca, Santander",179000000 pesos,"['68 m² cubiertos', '2 habs.']"
Lote y casalote en venta,Lotes En Venta Bajos De Ruitoque 815-1104,"Bajos De Ruitoque, Floridablanca, Santander",215684933 pesos,"['2,376 m² totales']"
Apartamento en venta,"Venta Exclusivo Apartamento Torres De San Esteban, Cacique Bucaramanga","Alvarez, Bucaramanga, Santander",250000000 pesos,"['71 m² cubiertos', '3 habs.']"
Casa en venta,Vendo casa Anillo Vial,"Floridablanca, Santander",420000000 pesos,"['136 m² cubiertos', '4 habs.']"
Casa en venta,Casa En Venta En Barrancabermeja Palmira,"Barrancabermeja, Santander",350000000 pesos,"['150 m² cubiertos', '5 habs.']"
Casa en venta,Vendo  casa San Alonso- Bucaramanga,"Bucaramanga, Santander",360000000 pesos,"['100 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Apartamento Recien Remodelado  Barbosa Santander Cerca Al Parque,"Barbosa, Santander",195000000 pesos,"['128 m² cubiertos', '3 habs.']"
Casa en venta,"Vendo Centro Recreacional Cinco Min Barbosa, Santander","Puente Nacional, Santander",1650000000 pesos,"['1,850 m² cubiertos', '1 hab.']"
Apartamento en venta,Le Parc,"Lagos 1, Floridablanca, Santander",310000000 pesos,"['90 m² cubiertos', '3 habs.']"
Apartamento en venta,En Venta Apartamento San Alonso Parque Económico,"San Alonso, Bucaramanga, Santander",230000000 pesos,"['78 m² cubiertos', '3 habs.']"
Casa en venta,Vendo Casa En El Conjunto Pinares Campestre Barrio Piedecuesta,"Piedecuesta, Santander",380000000 pesos,"['230 m² cubiertos', '4 habs.']"
Casa en venta,Vendo Casa En Condominio Hacienda San Miguel En Piedecuesta,"Piedecuesta, Santander",990000000 pesos,"['250 m² cubiertos', '5 habs.']"
Apartamento en venta,Vendo  Apartamento Cacique Condominiobucaramanga,"Bucaramanga, Santander",200000000 pesos,"['56 m² cubiertos', '2 habs.']"
Apartamento en venta,Apartamento En San Gil Santander,"Centro, San Gil, Santander",98000000 pesos,"['46 m² cubiertos', '1 hab.']"
Finca en venta,Vendo Fk Agricola Y Ganad 2000 Has Puerto Parra,"Puerto Parra, Santander",16000000 pesos,['500 m² cubiertos']
Apartamento en venta,"En Venta Apartamento Onix San Pedro, Sotomayor Bucaramanga","Sotomayor, Bucaramanga, Santander",450000000 pesos,"['100 m² cubiertos', '3 habs.']"
Apartamento en venta,Venta De Apartamento Bellavista,"Bellavista, Floridablanca, Santander",98000000 pesos,"['63 m² cubiertos', '3 habs.']"
Casa en venta,Casa De Campo-parcelacion Arboleda-los Santos,"Vereda Carrizal, Los Santos, Santander",1375000000 pesos,"['458 m² cubiertos', '3 habs.']"
Casa en venta,Casas En Venta Los Santos 815-2106,"Los Santos, Los Santos, Santander",185609156 pesos,"['360 m² cubiertos', '4 habs.']"
Apartamento en venta,Vendo   Apartamento Camino Del Parque- Piedecuesta,"Piedecuesta, Santander",110000000 pesos,"['61 m² cubiertos', '3 habs.']"
Apartamento en venta,En Venta Exclusivo Apartamento Duplex Fontana Bucaramanga,"Provenza, Bucaramanga, Santander",395000000 pesos,"['126 m² cubiertos', '4 habs.']"
Apartamento en venta,Vendo Apartamento En Edificio Corbaraque Barrio Altos De Cabecera,"Altos De Cabecera, Bucaramanga, Santander",720000000 pesos,"['230 m² cubiertos', '4 habs.']"
Casa en venta,Vendo   espectacular Casa Con Ambiente Campestre- Piedecuesta,"Piedecuesta, Santander",2800000000 pesos,"['905 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo excelente Apartamento Mediterrane Royal- Cañaveral,"Floridablanca, Santander",290000000 pesos,"['86 m² cubiertos', '3 habs.']"
Casa en venta,Casa En Venta En Bucaramanga Cabecera Del Llano,"Pan De Azúcar, Bucaramanga, Santander",620000000 pesos,"['180 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo excelente Apartamento C.r Miradores De La Florida,"Floridablanca, Santander",170000000 pesos,"['64 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento En Venta En Bucaramanga Altos De Cabecera,"Cabecera Del Llano, Bucaramanga, Santander",339000000 pesos,"['128 m² cubiertos', '3 habs.']"
Apartamento en venta,Elegante Apartamento Duplex - Socorro,"Centro, Socorro, Santander",358000000 pesos,"['180 m² cubiertos', '4 habs.']"
Apartamento en venta,Venta De Penthouse En Barrio Cañaveral Floridablanca,"Cañaveral, Floridablanca, Santander",380000000 pesos,"['190 m² cubiertos', '5 habs.']"
Apartamento en venta,En Venta Apartamento Balcones Colina Cacique Económico,"Tejar, Bucaramanga, Santander",220000000 pesos,"['70 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento Segundo Piso La Cantera,"Conjunto Residencial La Cantera Club House, Socorro, Santander",148000000 pesos,"['61 m² cubiertos', '2 habs.']"
Casa en venta,"Se Vende Casa En Bucaramanga, Lagos Del Cacique.","Bucaramanga, Santander",2500000000 pesos,"['550 m² cubiertos', '5 habs.']"
Casa en venta,Venta Casa Cañaveral Floridablanca,"Cañaveral, Floridablanca, Santander",650000000 pesos,['389 m² cubiertos']
Casa en venta,En Venta Casa Molinos Del Viento Piedecuesta,"Piedecuesta, Santander",240000000 pesos,"['127 m² cubiertos', '4 habs.']"
Finca en venta,Finca En Venta En Piedecuesta Guatiguara,"Piedecuesta, Santander",1400000000 pesos,"['408 m² cubiertos', '6 habs.']"
Apartamento en venta,Vendo Apartaestudio Tipo Loft En El Barrio Cristal  Alto,"Cristal Alto, Bucaramanga, Santander",50000000 pesos,"['25 m² cubiertos', '1 hab.']"
Casa en venta,Vendo Casa Campestre Conjunto La Alameda,"Menzuli, Piedecuesta, Santander",1700000000 pesos,"['350 m² cubiertos', '5 habs.']"
Casa en venta,Casa Venta Prados De Fatima,"Fatima, Floridablanca, Santander",330000000 pesos,"['110 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Excelente  apartamento Condominio La Ceiba- Bucaramanga,"Bucaramanga, Santander",245000000 pesos,"['84 m² cubiertos', '2 habs.']"
Casa en venta,Conjunto Residencial Quintas Del Palmar,"Palomitas, Floridablanca, Santander",450000000 pesos,"['85 m² cubiertos', '3 habs.']"
Casa en venta,Venta Linda Casa Mediterráne Toscana Floridablanca,"12 200 105, Floridablanca, Santander",830000000 pesos,"['238 m² cubiertos', '5 habs.']"
Lote y casalote en venta,Lotes En Venta Vereda Lebrija 815-1174,"Vereda Lebrija, Lebrija, Santander",168818934 pesos,"['3,228 m² totales']"
Apartamento en venta,Vendo Apartamento En El Edificio Florida Plaza Barrio Floridablanca,"Florida, Floridablanca, Santander",230000000 pesos,"['70 m² cubiertos', '2 habs.']"
Casa en venta,Vendo casa cañaveral  Floridablanca,"Bucaramanga, Santander",720000000 pesos,"['180 m² cubiertos', '4 habs.']"
Casa en venta,Vendo Casa Blanca Barichara Alto Del Viento,"Zona Periferica De Barichara  Entre 0 - 1 Km, Barichara, Santander",700000000 pesos,"['200 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Lotes En Venta Alta Vista 815-2373,"Alta Vista, Barbosa, Santander",50226288 pesos,['84 m² totales']
Lote y casalote en venta,Lotes En Venta Vereda Cantabria 815-1629,"Vereda Cantabria, Lebrija, Santander",106383556 pesos,"['1,251 m² totales']"
Casa en venta,Vendo Casa En El Conjunto Campo Real Barrio Provenza,"Provenza, Bucaramanga, Santander",350000000 pesos,"['100 m² cubiertos', '3 habs.']"
Casa en venta,Venta Finca Villamargarita Barichara,"Zona Periferica De Barichara Entre 1 - 3 Km, Barichara, Santander",3000000000 pesos,"['600 m² cubiertos', '7 habs.']"
Apartamento en venta,Vendo Apartamento En El Edificio Torre Picazzo Barrio Provenza,"Provenza, Bucaramanga, Santander",260000000 pesos,"['85 m² cubiertos', '3 habs.']"
Apartamento en venta,Conjunto Residencial Montecasino,"Abadias, Floridablanca, Santander",318000000 pesos,"['86 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Excelente apartamento Condominio Santa Isabel- Bucaramanga,"Bucaramanga, Santander",155000000 pesos,"['58 m² cubiertos', '2 habs.']"
Casa en venta,Mirador Del Cacique,"Tejar, Bucaramanga, Santander",600000000 pesos,"['200 m² cubiertos', '5 habs.']"
Casa en venta,Venta De Casa En Barrio Cañaveral Panamericano Floridablanca,"Cañaveral, Floridablanca, Santander",850000000 pesos,"['340 m² cubiertos', '5 habs.']"
Apartamento en venta,En Venta Apartamento  Mutis Bucaramanga Económico,"Real De Minas, Bucaramanga, Santander",130000000 pesos,"['40 m² cubiertos', '2 habs.']"
Casa en venta,Vendo Casa En El Conjunto Club House Ii Barrio Cañaveral,"Cañaveral, Floridablanca, Santander",700000000 pesos,"['370 m² cubiertos', '4 habs.']"
Casa en venta,Vendo Casa En Condominio Hacienda San Miguel En Piedecuesta,"Piedecuesta, Santander",850000000 pesos,"['280 m² cubiertos', '5 habs.']"
Casa en venta,Vendo Casa En El Barrio La Floresta,"La Floresta, Bucaramanga, Santander",850000000 pesos,"['200 m² cubiertos', '5 habs.']"
Apartamento en venta,Vendemos Hermoso Apartamento En Monterredondo,"Monterredondo, Bucaramanga, Santander",90000000 pesos,"['49 m² cubiertos', '2 habs.']"
Apartamento en venta,Apartamento En Venta En Bucaramanga Diamante I,"Diamante I, Bucaramanga, Santander",139500000 pesos,"['70 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Apartamento En El Edificio Qatar Barrio Nuevo Sotomayor,"Nuevo Sotomayor, Bucaramanga, Santander",411000000 pesos,"['91 m² cubiertos', '3 habs.']"
Casa en venta,Venta Casa Antiguasanantonio Barichara,"Centro Historico, Barichara, Santander",352000000 pesos,"['135 m² cubiertos', '3 habs.']"
Casa en venta,Venta Casa En Barichara - Casa El Agua,"Zona Periferica De Barichara  Entre 0 - 1 Km, Barichara, Santander",900000000 pesos,"['210 m² cubiertos', '3 habs.']"
Apartamento en venta,Conjunto Residencial Quantum,"Casco Antiguo, Floridablanca, Santander",195000000 pesos,"['59 m² cubiertos', '2 habs.']"
Casa en venta,En Venta Casa De 3 Niveles Diamante Ii Bucaramanga,"Provenza, Bucaramanga, Santander",580000000 pesos,"['225 m² cubiertos', '3 habs.']"
Finca en venta,"Finca Venta, Puerto Parra Santander","Puerto Parra, Santander",4170000000 pesos,"['4,170,000 m² cubiertos', '2 habs.']"
Apartamento en venta,Vendo   Excelente Apartamento C.r Piemonti- Floridablanca,"Floridablanca, Santander",165000000 pesos,"['61 m² cubiertos', '3 habs.']"
Apartamento en venta,Venta De Apartamento Duplex En Barrio Diamante Ii Bucaramanga,"Cacique, Bucaramanga, Santander",300000000 pesos,"['105 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo penthouse San Alonso- Bucaramanga,"Bucaramanga, Santander",420000000 pesos,"['154 m² cubiertos', '3 habs.']"
Apartamento en venta,Venta Apartamento Balcones De Ruitoque,"Ruitoque, Floridablanca, Santander",330000000 pesos,"['99 m² cubiertos', '3 habs.']"
Casa en venta,Urbanizaciòn Alicante,"Poblado, Girón, Santander",310000000 pesos,"['101 m² cubiertos', '3 habs.']"
Casa en venta,Vendemos  Hermosa Y Amplia Casa En La Alameda,"La Españolita, Piedecuesta, Santander",1550000000 pesos,"['500 m² cubiertos', '4 habs.']"
Edificio en venta,Permuta Edificio Centro Bucaramanga,"Centro De Bucaramanga,cerca Al Parque De Los Niños,a 10 Minutos De Alcaldia Y Gobernacion., Bucaramanga, Santander",430000000 pesos,['400 m² cubiertos']
Casa en venta,Casa Condominio En Venta En San Gil Bella Isla,"San Gil, Santander",1020000000 pesos,"['366 m² cubiertos', '4 habs.']"
Lote y casalote en venta,Vendo Lote En Ruitoque Park House,"Ruitoque Bajo, Floridablanca, Santander",460000000 pesos,['327 m² totales']
Casa en venta,Vendo Excelente Casa Cabecera - Bucaramanga,"Bucaramanga, Santander",1030000000 pesos,"['150 m² cubiertos', '4 habs.']"
Apartamento en venta,Urbanizacion Zafiro,"Bellavista, Piedecuesta, Santander",110000000 pesos,"['47 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento En Venta Antiguo Campestre 815-1176,"Antiguo Campestre, Antiguo Campestre, Bucaramanga, Santander",840481262 pesos,"['325 m² cubiertos', '5 habs.']"
Casa en venta,Casa En Urbanizacion Bosques De Piedecuesta,"Bosques De Piedecuesta, Piedecuesta, Santander",215000000 pesos,"['76 m² cubiertos', '3 habs.']"
Finca en venta,Venta Finca Oiba  Santander,"Oiba, Santander",990000000 pesos,"['30,652 m² cubiertos']"
Apartamento en venta,Vendo excelente Apartamento C.r Puerto Viento- Giron,"Girón, Santander",132000000 pesos,"['60 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo  apartamento San Francisco-bucaramanga,"Bucaramanga, Santander",178000000 pesos,"['62 m² cubiertos', '2 habs.']"
Casa en venta,Urbanizaciòn Lagos Iii,"Lagos 3, Floridablanca, Santander",190000000 pesos,"['78 m² cubiertos', '3 habs.']"
Finca en venta,"Finca Venta, Puerto Parra Santander","Puerto Parra, Santander",1968000000 pesos,"['1,640,000 m² cubiertos', '2 habs.']"
Casa en venta,Vendo Casa En El Barrio San Francisco,"San Francisco, Bucaramanga, Santander",420000000 pesos,"['350 m² cubiertos', '5 habs.']"
Apartamento en venta,Vendemos Hermoso Apartamento En Colina Del Hato,"Piedecuesta, Santander",325000000 pesos,"['90 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Excelente apartamento Bosques De Pinos- Bucaramanga,"Bucaramanga, Santander",350000000 pesos,"['86 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento En Venta En Bucaramanga Sotomayor,"Sotomayor, Bucaramanga, Santander",369000000 pesos,"['260 m² cubiertos', '4 habs.']"
Casa en venta,Conjunto Residencial La Cima,"Ruitoque, Piedecuesta, Santander",2200000000 pesos,"['255 m² cubiertos', '4 habs.']"
Apartamento en venta,Vendo  apartamento Cañaveral- Floridablanca,"Floridablanca, Santander",580000000 pesos,"['128 m² cubiertos', '3 habs.']"
Apartamento en venta,Venta Apartamentos  Sobre Planos Floridablanca Calle 200 Lanzamiento,"Calle 200, Floridablanca, Santander",235000000 pesos,"['60 m² cubiertos', '2 habs.']"
Apartamento en venta,Amplio Y Ventilado Apartamento Sector Uis,"Uis, Socorro, Santander",142000000 pesos,"['73 m² cubiertos', '3 habs.']"
Apartamento en venta,En Venta Apartamento Monviso Cacique Económico,"Cacique, Bucaramanga, Santander",200000000 pesos,"['63 m² cubiertos', '2 habs.']"
Casa en venta,Venta Casa En Barichara Santander Sj,"Tierra Adentro, Barichara, Santander",349000000 pesos,"['160 m² cubiertos', '3 habs.']"
Apartamento en venta,Exclusivo Casa Don David 175 M2,"Cabecera, Bucaramanga, Santander",879000000 pesos,"['175 m² cubiertos', '3 habs.']"
Casa en venta,Vendo Casa En Conjunto Portal De Los Viveros Barrio Provenza,"Provenza, Bucaramanga, Santander",450000000 pesos,"['280 m² cubiertos', '4 habs.']"
Casa en venta,Casa En Venta En Bucaramanga Lagos Del Cacique,"Lagos Del Cacique, Bucaramanga, Santander",540000000 pesos,"['140 m² cubiertos', '3 habs.']"
Casa en venta,Casa En Venta En Barichara Barichara,"Barichara, Santander",500000000 pesos,"['154 m² cubiertos', '2 habs.']"
Hotel y resort en venta,Venta Casa En Barichara - Corata,"Centro Historico, Barichara, Santander",2400000000 pesos,"['561 m² cubiertos', '10 habs.']"
Casa en venta,Casa Campestre En Venta En Los Santos Vereda Mesa De Los Santos,"Los Santos, Santander",3500000000 pesos,"['3,350 m² totales', '4 habs.']"
Lote y casalote en venta,Lotes En Venta Vereda Lebrija 815-710,"Vereda Lebrija, Lebrija, Santander",121039279 pesos,"['1,250 m² totales']"
Apartamento en venta,"Abadias Kit De Lujo, Luces Led, Como Nuevo.","Floridablanca, Santander",238000000 pesos,"['78 m² cubiertos', '3 habs.']"
Casa en venta,Vendo Casa En La Via Alto De Los Padres Barrio Morrorico,"Morrorico, Bucaramanga, Santander",450000000 pesos,"['250 m² cubiertos', '4 habs.']"
Casa en venta,Casa Con Dos Locales En El Centro Del Socorro,"Centro, Socorro, Santander",380000000 pesos,"['169 m² cubiertos', '3 habs.']"
Apartamento en venta,En Venta Apartamento Nuevo Puerto Madero,"Casco Urbano, Girón, Santander",85000000 pesos,"['40 m² cubiertos', '2 habs.']"
Casa en venta,Vendo Casa Los Cedros,"Los Cedros, Bucaramanga, Santander",680000000 pesos,"['220 m² cubiertos', '4 habs.']"
Casa en venta,Vendemos Hermosa Y Amplia Casa En La Alameda Piedecuesta,"Piedecuesta, Santander",1700000000 pesos,"['600 m² cubiertos', '5 habs.']"
Apartamento en venta,"Vendo Aptos  Listos Para Habitar, Sector  Centro","Barrio Bolivar, Bucaramanga, Santander",263000000 pesos,"['78 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Casa-lote: Con Pot Comercial C3,"Chapinero, Bucaramanga, Santander",330000000 pesos,['300 m² totales']
Apartamento en venta,Venta De Apartamento En Barrio Bolarqui Bucaramanga,"Sotomayor, Bucaramanga, Santander",260000000 pesos,"['126 m² cubiertos', '4 habs.']"
Apartamento en venta,Vendo   Apartamento Edificio Olympus- Bucaramanga,"Bucaramanga, Santander",930000000 pesos,"['207 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Apartamento Girardot - Bucaramanga,"Bucaramanga, Santander",125000000 pesos,"['68 m² cubiertos', '2 habs.']"
Lote y casalote en venta,Lotes En Venta Alta Vista 815-2372,"Alta Vista, Barbosa, Santander",58824000 pesos,['86 m² totales']
Finca en venta,Finca Barichara Vereda San Jose,"Vereda San Jose Bajo, Barichara, Santander",500000000 pesos,"['25,000 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Apartamento En Edificio Titanio Profesional Barrio Sotomayor,"Sotomayor, Bucaramanga, Santander",420000000 pesos,"['98 m² cubiertos', '2 habs.']"
Hotel y resort en venta,Venta Casa En Barichara Aposentos,"Centro Historico, Barichara, Santander",1400000000 pesos,"['500 m² cubiertos', '11 habs.']"
